course,unique,days,hour,room,instruction_mode,instructor,status,level
KIN  386 4-RSCH METHODS GRANT WRITING,14209,TH,1:00 p.m.-4:00 p.m.,BEL 710B,Face-to-face,"STONE, AUDREY J",open; reserved,Graduate
KIN  395 ANCIENT AND MODERN OLYMPICS,14210,TH,2:00 p.m.-5:00 p.m.,,Face-to-face,"STOCKING, CHARLES",cancelled,Graduate
KIN  395 CARDIO RESPONSE AND ADAPT EXER,14215,TTH,11:00 a.m.-12:30 p.m.,BEL 2.180,Face-to-face,"TANAKA, HIROFUMI",open,Graduate
KIN  395 MUSCULOSKELETAL PHYSIOLOGY,14220,MW,9:00 a.m.-10:30 a.m.,BEL 2.180,Face-to-face,"LITTLE-LETSINGER, SARAH E",open,Graduate
KIN  395 MUSCULOSKELETAL PHYSIOLOGY,14225,M,12:30 p.m.-3:30 p.m.,BEL 628B,Face-to-face,"LITTLE-LETSINGER, SARAH E",cancelled,Graduate
KIN  395 SPORT BODY/SOCIAL THEORY,14229,TH,2:00 p.m.-5:00 p.m.,BEL 2.182,Face-to-face,"STOCKING, CHARLES",open; reserved,Graduate
KIN  395 SPORT/BODY/SOCIAL THEORY,14230,TH,5:00 p.m.-8:00 p.m.,BEL 710A,Face-to-face,,cancelled,Graduate
KIN  395 8-MOTOR CNTRL: NEUROMUSCL BASE,14235,T,12:30 p.m.-3:30 p.m.,BEL 710B,Face-to-face,"GRIFFIN, LISA",open,Graduate
KIN  395 23-CRIT ISS/EVENTS IN AM SPORT,14239,M,3:00 p.m.-6:00 p.m.,BEL 710A,Face-to-face,"TODD, JANICE S",open; reserved,Graduate
KIN  395 26-LEGAL ISSUES IN SPORT,14240,W,10:00 a.m.-1:00 p.m.,BEL 2.184,Face-to-face,"HUNT, THOMAS M",open; reserved,Graduate
KIN  395 26-LEGAL ISSUES IN SPORT-WB,14245,,,,Internet,"FITZGERALD, MAUREEN PATRI",open,Graduate
KIN  395 29-ETHICS IN SPORT-WB,14250,,,,Internet,"OZYURTCU, TOLGA",open,Graduate
KIN  395 32-SPORT MARKETING-WB,14255,,,,Internet,"BOWERS, MATTHEW",open,Graduate
KIN  395 42-FACILITY & EVENT MANAGEMENT,14260,T,2:00 p.m.-5:00 p.m.,BEL 628B,Face-to-face,"NELSON, EMALEE JOY",open; reserved,Graduate
KIN  395 42-FACILITY AND EVENT MGMT-WB,14265,,,,Internet,"HEMME, FLORIAN",open,Graduate
KIN  395 44-SPORT FINANCE-WB,14270,,,,Internet,"HEMME, FLORIAN",open; reserved,Graduate
KIN  395 44-SPORT FINANCE-WB,14275,,,,Internet,"MILLS, BRIAN M",open,Graduate
KIN  395 50-SPORT PSYCHOLOGY,14280,W,3:00 p.m.-6:00 p.m.,BEL 710B,Face-to-face,"GNAGY, ERIK",open,Graduate
KIN  395 52-ORG BEHAV IN SPORT-WB,14285,,,,Internet,"OZYURTCU, TOLGA",open,Graduate
KIN  395 57-MANAGING PEOPLE AND ORGS,14290,M,1:00 p.m.-4:00 p.m.,BEL 2.180,Face-to-face,"OZYURTCU, TOLGA",open; reserved,Graduate
KIN  395 67-THEORIES/ISS SPORT MGMT-WB,14295,,,,Internet,"SPARVERO, EMILY",open,Graduate
KIN  395 68-HUM RES MGMT SPORT ORGS-WB,14300,,,,Internet,"FITZGERALD, MAUREEN PATRI",open,Graduate
KIN  395 72-HIST STRENGTH/STR TRAINING,14305,M,3:00 p.m.-6:00 p.m.,BEL 710A,Face-to-face,"TODD, JANICE S",cancelled,Graduate
KIN  395 77-STRATEGIC MGMT IN SPORT,14310,T,5:00 p.m.-8:00 p.m.,BEL 2.180,Face-to-face,"SPARVERO, EMILY",open; reserved,Graduate
KIN  395 80-STATSTCAL MTHDS EDUC/HEALTH,14315,MW,3:30 p.m.-5:00 p.m.,BEL 962,Face-to-face,"MILLS, BRIAN M",open,Graduate
KIN  395 81-LEADERSHIP IN SPORT ORGS-WB,14320,,,,Internet,"HEMME, FLORIAN",open,Graduate
KIN  395 82-HUMAN ANATOMY DISSECTION,14325,T F,1:00 p.m.-4:00 p.m. 1:00 p.m.-3:00 p.m.,HLB 4.201 HLB 4.201,Face-to-face,"WALLACE, RACHEL VERONICA",open; reserved,Graduate
KIN  395 84-ENDOCRINE PHYS OF EXERCISE,14330,MW,11:00 a.m.-12:30 p.m.,BEL 2.180,Face-to-face,"KAUR, JASDEEP",open,Graduate
KIN  296T DIRECTED RESEARCH,14335,,,,Face-to-face,,open; reserved,Graduate
KIN  396T DIRECTED RESEARCH,14340,,,,Face-to-face,,open; reserved,Graduate
KIN  396T DIRECTED RESEARCH-WB,14345,,,,Internet,"SPARVERO, EMILY",open; reserved,Graduate
KIN  397C MVMNT/COGNTV REHAB SCI SEMINAR,14350,T,9:00 a.m.-12:00 p.m.,BEL 602B,Face-to-face,"HSIAO, HAO-YUAN",open,Graduate
KIN  397P GRADUATE INTERNSHIP,14355,,,,Face-to-face,,open; reserved,Graduate
KIN  697P GRADUATE INTERNSHIP,14360,,,,Face-to-face,,open; reserved,Graduate
KIN  698A THESIS,14365,,,,Face-to-face,,open; reserved,Graduate
KIN  698B THESIS,14370,,,,Face-to-face,,open; reserved,Graduate
KIN  398R MASTER'S REPORT,14375,,,,Face-to-face,,open; reserved,Graduate
KIN  399W DISSERTATION,14380,,,,Face-to-face,,open,Graduate
KIN  699W DISSERTATION,14385,,,,Face-to-face,,open,Graduate
KIN  999W DISSERTATION,14390,,,,Face-to-face,,open,Graduate
KOR  604 ACCELERATED FIRST-YEAR KOREAN,35800,MWF TTH,2:00 p.m.-3:00 p.m. 2:00 p.m.-3:30 p.m.,MEZ 2.124 SZB 2.814,Face-to-face,"MCCOY-BAE, ALICE KYUNG",open,Lower
KOR  606 FIRST-YEAR KOREAN I,35805,MWF TTH,9:00 a.m.-10:00 a.m. 9:30 a.m.-11:00 a.m.,BEN 1.124 SZB 4.508,Face-to-face,"KIM, EUN JOO",open,Lower
KOR  606 FIRST-YEAR KOREAN I,35810,MWF TTH,10:00 a.m.-11:00 a.m. 9:30 a.m.-11:00 a.m.,MEZ 1.206 SZB 4.508,Face-to-face,"KIM, EUN JOO",open,Lower
KOR  606 FIRST-YEAR KOREAN I,35815,MWF TTH,12:00 p.m.-1:00 p.m. 11:00 a.m.-12:30 p.m.,PMA 5.114 GDC 4.302,Face-to-face,"KIM, MINA",closed,Lower
KOR  606 FIRST-YEAR KOREAN I,35820,MWF TTH,11:00 a.m.-12:00 p.m. 11:00 a.m.-12:30 p.m.,PMA 5.112 GDC 4.302,Face-to-face,"KIM, MINA",closed,Lower
KOR  312K SECOND-YEAR KOREAN I,35825,MWF,10:00 a.m.-11:00 a.m.,GDC 2.502,Face-to-face,"KIM, MINA",waitlisted,Lower
KOR  312K SECOND-YEAR KOREAN I,35830,MWF,1:00 p.m.-2:00 p.m.,MEZ 1.208,Face-to-face,"MCCOY-BAE, ALICE KYUNG",open,Lower
KOR  320K THIRD-YEAR KOREAN I,35835,MWF,12:00 p.m.-1:00 p.m.,MEZ 1.208,Face-to-face,"MCCOY-BAE, ALICE KYUNG",closed,Upper
KOR  330F KOREAN CONV THRU MEDIA,35840,MWF,11:00 a.m.-12:00 p.m.,PAR 103,Face-to-face,"KIM, EUN JOO",open,Upper
L A  101L INTRO CAMPUS SUSTAINABILITY,32924,TH,3:30 p.m.-4:30 p.m.,PAR 101,Face-to-face,"EDWARDS, MARY YOUNG, LILLY JULIETTE",open; reserved,Lower
L A  101L PATHWAYS TO RESEARCH,32925,W,11:00 a.m.-12:00 p.m.,UTC 4.102,Face-to-face,"PINTO, SAMANTHA NICOLE",open,Lower
L A  101M LIB ARTS TO CAREER,32930,W,3:00 p.m.-5:00 p.m.,GAR 0.120,Face-to-face,"VON LISKI, CAITLIN",open,Lower
L A  101P CREATING ACADEMIC PATHWAYS-WB,32935,,,,Internet,"TAYLOR, BETTY JEANNE WOLF",open; reserved,Lower
L A  101P CREATING ACADEMIC PATHWAYS-WB,32940,,,,Internet,"TAYLOR, BETTY JEANNE WOLF",open; reserved,Lower
L A  001Q FIRST-YEAR SEMINAR,32945,T,11:00 a.m.-12:00 p.m.,SZB 3.802,Face-to-face,"VO, RITCHIE",open; reserved,Lower
L A  001Q FIRST-YEAR SEMINAR,32950,W,11:00 a.m.-12:00 p.m.,JGB 2.202,Face-to-face,"VO, RITCHIE",open; reserved,Lower
L A  001Q FIRST-YEAR SEMINAR,32955,TH,11:00 a.m.-12:00 p.m.,SZB 2.216,Face-to-face,"VO, RITCHIE",open; reserved,Lower
L A  001Q FIRST-YEAR SEMINAR,32960,T,12:30 p.m.-1:30 p.m.,JES A209A,Face-to-face,"VO, RITCHIE",open; reserved,Lower
L A  001Q FIRST-YEAR SEMINAR,32965,W,1:00 p.m.-2:00 p.m.,GAR 0.120,Face-to-face,"VO, RITCHIE",open; reserved,Lower
L A  002P PACE WORKSHOP,32970,T,2:00 p.m.-3:00 p.m.,,Face-to-face,"TAYLOR, BETTY JEANNE WOLF",cancelled,Lower
L A  002P PACE WORKSHOP,32975,W,2:00 p.m.-3:00 p.m.,,Face-to-face,"TAYLOR, BETTY JEANNE WOLF",cancelled,Lower
"L A  104R 1-LEADRSHP, ETHICS, & SOCIETY",32980,W,4:00 p.m.-5:00 p.m.,GDC 2.502,Face-to-face,"BOWLES, CARLOS E",open; reserved,Lower
L A  110 INTERNSHIP-WB,32985,,,,Internet,"OLDHAM, TATEM M",open; reserved,Lower
L A  112C LEADERS ACTIVE CITZENSHP-WB,32988,,,,Internet,"PEREIRA, MARC PHILLIP",open; reserved,Lower
L A  112C MOCK OAS COMPETITION PREP,32989,F,12:00 p.m.-1:00 p.m.,RLP 0.124,Face-to-face,"HOLMSTEN, STEPHANIE S",open; reserved,Lower
L A  113P LEADERSHIP/MENTOR DVLPMT-FSP,32990,F,9:00 a.m.-10:00 a.m.,PAR 203,Face-to-face,"TAYLOR, BETTY JEANNE WOLF",open; reserved,Lower
L A  117 STRATS CRIT THINKG FOR SUCCESS,32995,TH,2:00 p.m.-3:30 p.m.,RLP 0.124,Face-to-face,"BURNETT, BENJAMIN R",open,Lower
L A  320 INTERNSHIP-WB,33000,,,,Internet,"OLDHAM, TATEM M",open; reserved,Upper
L A  620 INTERNSHIP-UTNY-WB,33005,,,,Internet,"OLDHAM, TATEM M",open; reserved,Upper
L A  320J JEWISH STUDIES INTERNSHIP,33010,T,5:00 p.m.-7:00 p.m.,RLP 1.102,Face-to-face,"HEADRICK, ISABELLE",open,Upper
L A  321 INTERNATIONAL INTERNSHIP-WB,33015,,,,Internet,"SCHNEIDER, HOLLY",open,Upper
L A  125 CAREER FIELD EXP: PROJ MGMT,33020,F,10:00 a.m.-11:00 a.m.,GDC 2.410,Face-to-face,"PEREIRA, MARC PHILLIP",open; reserved,Upper
L A  125 CAREER FIELD EXP: PROJ MGMT,33025,F,11:00 a.m.-12:00 p.m.,JGB 2.202,Face-to-face,"PEREIRA, MARC PHILLIP",open; reserved,Upper
L A  125 CAREER FIELD EXP: PROJ MGMT,33030,F,2:00 p.m.-3:00 p.m.,GDC 1.406,Face-to-face,"PEREIRA, MARC PHILLIP",open; reserved,Upper
L A  125 CAREER FLD EXP: PROJ MGMT III,33035,F,10:00 a.m.-11:00 a.m.,GDC 2.410,Face-to-face,"PEREIRA, MARC PHILLIP",open; reserved,Upper
L A  125 CAREER FLD EXP: PROJ MGMT III,33040,F,11:00 a.m.-12:00 p.m.,JGB 2.202,Face-to-face,"PEREIRA, MARC PHILLIP",open; reserved,Upper
L A  125 CAREER FLD EXP: PROJ MGMT III,33045,F,2:00 p.m.-3:00 p.m.,GDC 1.406,Face-to-face,"PEREIRA, MARC PHILLIP",open; reserved,Upper
L A  325 UNDERGRADUATE RESEARCH I,33050,W,5:00 p.m.-6:00 p.m.,RLP 0.126,Face-to-face,"PETTIT, BECKY M",open; reserved,Upper
L A  129 PAGL GLOBL LEARN: AUSTRALIA,33053,,,,Face-to-face,"MISHRA, SRIKANTA HOLT, LORI L",open; reserved,Upper
L A  129 PAGL GLOBL LEARN: TANZANIA,33054,,,,Face-to-face,"KUMAR, MANISH BIXLER, RICHARD PATRICK SCHAUER, ANASTASIA",open; reserved,Upper
L A  331C RESEARCH INTERNSHIP,33055,W,5:00 p.m.-6:30 p.m.,RLP 0.128,Face-to-face,"NAGLE, CHARLES",open; reserved,Upper
L A  331C RESEARCH INTERNSHIP,33059,W,5:00 p.m.-6:30 p.m.,RLP 0.112,Face-to-face,,open; reserved,Upper
L A  331R RESEARCH INTERNSHIP,33060,,,,Face-to-face,,open; reserved,Upper
L A  340 LEADERSHIP/URB ENGAGEMNT-UTNY,33065,W,3:00 p.m.-5:00 p.m.,NY1 1520,Hybrid or Blended,"ECKSTEIN, ALICE",open; reserved,Upper
LAH  102H THE IDEA OF THE LIBERAL ARTS,33120,M,4:00 p.m.-5:30 p.m.,GAR 0.102,Face-to-face,"HOELSCHER, STEVEN D",open; reserved,Lower
LAH  305R REACTING TO THE PAST,33125,TTH,9:30 a.m.-11:00 a.m.,RLP 0.106,Face-to-face,"MASON, SARAH MICHELLE",open; reserved,Lower
LAH  305R REACTING TO THE PAST,33130,MWF,10:00 a.m.-11:00 a.m.,ECJ 1.308,Face-to-face,"KINIAS, THANASIS A",open; reserved,Lower
LAH  112H THE NATURE OF INQUIRY,33135,W,2:00 p.m.-3:00 p.m.,PAI 3.02,Face-to-face,"SIERRA-AREVALO, MICHAEL",open; reserved,Lower
LAH  322L LAW AND ORGANIZATIONS,33140,MW,11:00 a.m.-12:30 p.m.,RLP 3.106,Face-to-face,"ROSE, MARY",closed,Upper
LAH  340L LEGAL INTERNSHIPS,33145,T,5:00 p.m.-6:30 p.m.,PAR 308,Face-to-face,"LEVY, MARK A",open; reserved,Upper
LAH  340S FOUNDNS OF INTERCUL COMPETENCY,33150,MWF,11:00 a.m.-12:00 p.m.,SZB 4.414,Face-to-face,"JONES, BRANDON WILLIAM KIRKSY, MYLON",open; reserved,Upper
LAH  345C TELL YOUR STORIES: A WORKSHOP,33155,TTH,2:00 p.m.-3:30 p.m.,CBA 4.342,Face-to-face,"LAMSON, BRANDON D",waitlisted,Upper
LAH  345D INEQUALITY IN US EDUC SYS,33159,TTH,11:00 a.m.-12:30 p.m.,BUR 214,Face-to-face,"PIKUS, MONIQUE PAYNE",cancelled,Upper
LAH  149 SCHOLARS HONORS CAPSTONE,33160,,,,Face-to-face,,open; reserved,Upper
LAH  350 ADVENTURES IN SOCIAL PSYCH,33165,MWF,10:00 a.m.-11:00 a.m.,SEA 2.108,Face-to-face,"ANGULO, SARAH K",closed,Upper
LAH  350 ARCHIVING THE MIDDLE EAST,33170,TTH,12:30 p.m.-2:00 p.m.,BUR 214,Face-to-face,"THOMPSON, THOMAS LEVI",open; reserved,Upper
LAH  350 ARTHUR-ELIZABETH:LEADERSHIP,33174,TTH,12:30 p.m.-2:00 p.m.,GDC 2.502,Face-to-face,"LANG, ELON M",waitlisted,Upper
LAH  350 ARTISTS AND THEIR REGIONS,33175,MW,2:00 p.m.-3:30 p.m.,BUR 214,Face-to-face,"LAMSON, BRANDON D",waitlisted,Upper
"LAH  350 AUSTIN: PLACE, EXPER, IDEA",33180,TTH,11:00 a.m.-12:30 p.m.,SZB 2.814,Face-to-face,"JEFFERSON, JENNIFER",waitlisted,Upper
LAH  350 BEST PICTURES,33185,TTH,12:30 p.m.-2:00 p.m.,CAL 200,Hybrid or Blended,"KORNHABER, DONNA MARIE",open; reserved,Upper
LAH  350 BRITISH NOVEL IN 18TH CENT,33189,TTH,9:30 a.m.-11:00 a.m.,PAR 312,Face-to-face,"ROMANOW, JACOB",waitlisted,Upper
LAH  350 BYND HRNG LISTENING AS SKL,33190,TTH,9:30 a.m.-11:00 a.m.,SZB 5.414,Face-to-face,"HINRICHS, LARS",open; reserved,Upper
LAH  350 CLASCL BACKGROUNDS OF LIT,33195,TTH,11:00 a.m.-12:30 p.m.,,Face-to-face,"BARRET, JK",cancelled,Upper
LAH  350 CULTR TURKEY: MTHS/REALTS,33199,TTH,12:30 p.m.-2:00 p.m.,MEZ 2.124,Face-to-face,"OKUR, JEANNETTE",open; reserved,Upper
LAH  350 DATA: CIVIC ENGAGEMNT TEXAS,33200,MW,11:00 a.m.-12:30 p.m.,BUR 214,Face-to-face,"IBEKWE-OKAFOR, NNEKA R",cancelled,Upper
LAH  350 FASCISM IN EUROPE,33205,TTH,3:30 p.m.-5:00 p.m.,GAR 0.120,Face-to-face,"COFFIN, JUDITH G",waitlisted,Upper
LAH  350 FOOD AND WORLD HISTORY,33210,T,3:30 p.m.-6:30 p.m.,RLP 2.606,Face-to-face,"KINIAS, THANASIS A",waitlisted,Upper
LAH  350 GLOBAL AESTHETICS,33215,TTH,12:30 p.m.-2:00 p.m.,,Face-to-face,"KUBALA, ROBBIE",cancelled,Upper
LAH  350 HEALTH AND THE CITY,33220,MW,12:30 p.m.-2:00 p.m.,BUR 128,Face-to-face,"RAMOS, NIC JOHN FAJARDO",closed,Upper
LAH  350 LEADERSHIP AND ETHICS,33223,TTH,9:30 a.m.-11:00 a.m.,RLP 5.402,Face-to-face,"DICKS, GRAHAME A",waitlisted,Upper
LAH  350 LATIN AM IN THE 60S,33224,MWF,11:00 a.m.-12:00 p.m.,SRH 1.320,Face-to-face,"ZAZUETA, MARIA DEL PILAR",open; reserved,Upper
LAH  350 LITERATURE AND MADNESS,33225,TTH,11:00 a.m.-12:30 p.m.,RLP 2.606,Face-to-face,"LAMSON, BRANDON D",waitlisted,Upper
LAH  350 MIZRAHI CULTURE IN ISRAEL,33230,TTH,9:30 a.m.-11:00 a.m.,CAL 200,Face-to-face,"GRUMBERG, KAREN",open; reserved,Upper
LAH  350 PERFORMANCE AND ACTVISM IN US,33235,TTH,2:00 p.m.-3:30 p.m.,BUR 214,Face-to-face,"FARRELL RODRIGUEZ, KAITLY",open; reserved,Upper
LAH  350 POSTCOLONIAL LITERATURE,33240,TTH,2:00 p.m.-3:30 p.m.,CAL 419,Face-to-face,"SIDIKI, BASSAM F",waitlisted,Upper
LAH  350 RE-ENVISION: MEDIEVAL LIT,33242,MWF,12:00 p.m.-1:00 p.m.,PAR 204,Face-to-face,"BIRKHOLZ, DANIEL J",waitlisted,Upper
LAH  350 RE-READING MOBY-DICK,33243,MWF,10:00 a.m.-11:00 a.m.,CRD 007B,Face-to-face,"KEVORKIAN, MARTIN W",closed,Upper
LAH  350 SATAN AND THE IDEA OF EVIL,33244,TTH,9:30 a.m.-11:00 a.m.,BUR 214,Face-to-face,"LANG, ELON M",waitlisted,Upper
LAH  350 SEX/POWER: THE CLEOPATRAS,33245,TTH,2:00 p.m.-3:30 p.m.,GAR 2.128,Face-to-face,"KLOKOW, DEIRDRE",waitlisted,Upper
"LAH  350 SHOWGIRLS, TORTURED POETS",33249,TTH,9:30 a.m.-11:00 a.m.,PAR 312,Face-to-face,"SCALA, ELIZABETH D",cancelled,Upper
LAH  350 INTRO TO SOUND STUDIES,33250,MW,2:00 p.m.-3:30 p.m.,WCP 4.118,Face-to-face,"PETERSON, MARINA LOUISE",waitlisted,Upper
LAH  350 VIOLENCE BEHIND THE WALLS,33255,MWF,10:00 a.m.-11:00 a.m.,RLP 0.118,Face-to-face,"RODRIGUEZ, NANCY",closed,Upper
LAH  350 WELFARE STATE LATIN AMER,33259,TTH,3:30 p.m.-5:00 p.m.,SRH 1.320,Face-to-face,"MARCHESI, ALBERTO A",waitlisted,Upper
LAH  350 WILDERNESS AMERICAN EXPER,33260,TTH,3:30 p.m.-5:00 p.m.,RLP 0.108,Face-to-face,"RUSSELL, MATTHEW R",open; reserved,Upper
LAH  350 WOMEN'S AUTOBIOGRAPHCL WRTG,33264,MW,3:30 p.m.-5:00 p.m.,PAR 214,Face-to-face,"MACKAY, CAROL H",closed,Upper
LAH  350 14-MONEY IN AMER POLITICS,33265,T,3:30 p.m.-6:30 p.m.,MEZ 2.122,Face-to-face,"ROBERTS, BRIAN E",waitlisted,Upper
LAH  350 18-THE JOHNSON YEARS,33270,M,9:00 a.m.-12:00 p.m.,LBJ 10.150,Face-to-face,"LAWRENCE, MARK A",waitlisted,Upper
LAH  351E GENDER EQUALITY IN WORLD DEVEL,33275,M,2:00 p.m.-5:00 p.m.,PAR 204,Face-to-face,"HUNTER, WENDY A",waitlisted,Upper
LAH  351J REGIME PERSP ON AMER POLITICS,33279,TTH,3:30 p.m.-5:00 p.m.,GAR 3.116,Face-to-face,"ENGLERT, GIANNA",waitlisted,Upper
LAH  352C GERMANY IN THE 20TH CENTURY,33280,MW,9:30 a.m.-11:00 a.m.,RLP 2.606,Face-to-face,"MATYSIK, TRACIE M",waitlisted,Upper
LAH  352J GLOBAL SUSTAINABILITY AND SOIL,33284,TTH,2:00 p.m.-3:30 p.m.,RLP 3.102,Face-to-face,"BEACH, TIMOTHY",open; reserved,Upper
LAH  358Q SUPERVISED RESEARCH,33285,,,,Face-to-face,,open; reserved,Upper
LAH  368T HONORS TUTORIAL COURSE I,33290,,,,Face-to-face,,open; reserved,Upper
LAH  369T HONORS TUTORIAL COURSE II,33291,,,,Face-to-face,,open; reserved,Upper
LAL  406 FIRST-YEAR ANCIENT MAYAN I,41629,MW,4:00 p.m.-6:00 p.m.,SRH 1.320,Face-to-face,"MATSUMOTO, MALLORY EMIKO",open,Lower
LAL  406K FIRST-YEAR K'ICHE' MAYA I,41630,MTWTH,9:00 a.m.-10:00 a.m.,SRH 1.320,Face-to-face,"TAHAY, MANUELA PETRONILA",open,Lower
LAL  407K FIRST-YEAR K'ICHE' MAYA II,41635,MTWTH,10:00 a.m.-11:00 a.m.,SRH 1.320,Face-to-face,"TAHAY, MANUELA PETRONILA",open,Lower
LAL  312M SECOND-YEAR K'ICHE' MAYA I,41640,MWF,8:00 a.m.-9:00 a.m.,SRH 1.320,Face-to-face,,open,Lower
LAR  312R SERIOUS GAMES,01770,TH,2:00 p.m.-5:00 p.m.,WMB 4.118,Face-to-face,"SHEARER, ALLAN W",cancelled,Lower
LAR  341R GIS FOR LANDSCAPE AND URBANISM,01775,TTH,9:00 a.m.-11:00 a.m.,WMB 5.102,Face-to-face,"HASBROUCK, HOPE",cancelled,Upper
LAR  346R NATL REGSTR OF HIST PLACES,01776,T,5:15 p.m.-8:15 p.m.,SUT 3.126,Face-to-face,"SMITH, GREGORY W",open; reserved,Upper
LAR  346R GRAPHIC DOCUMENTATION,01777,TH,5:15 p.m.-8:15 p.m.,SUT 2.114,Face-to-face,"SCOTT, DANIEL C",open,Upper
LAR  346R RECONSTRUCTING THE SOUTH,01778,TH,2:00 p.m.-5:00 p.m.,SUT 2.110,Face-to-face,"NORWOOD, BRYAN E",waitlisted,Upper
LAR  346R LEARNING FROM PLACES,01779,W,6:00 p.m.-9:00 p.m.,SUT 2.110,Face-to-face,"KYRIAKOU, KYRIAKOS",waitlisted,Upper
LAR  342K HIST/THEORS OF LANDSCP ARCH I,01780,MW F,10:00 a.m.-11:30 a.m. 10:00 a.m.-11:00 a.m.,GOL 3.120 SUT 3.126,Face-to-face,"BENES, MIROSLAVA",open; reserved,Upper
LAR  346R DESIGN FIRM LEADERSHIP,01781,T,2:00 p.m.-5:00 p.m.,BTL 104,Face-to-face,"JENNINGS, RICHARD WAYNE",open; reserved,Upper
LAR  346R HIST OF AMER CITY BUILDING,01782,T,2:00 p.m.-5:00 p.m.,SUT 3.112,Face-to-face,"HOLLERAN, MICHAEL",waitlisted,Upper
LAR  346R BUILDING MATTERS,01783,TH,2:00 p.m.-5:00 p.m.,BTL 104,Face-to-face,"ALTER, KEVIN S",waitlisted,Upper
LAR  346R SERIOUS GAMES,01784,TH,2:00 p.m.-5:00 p.m.,WMB 4.118,Face-to-face,"SHEARER, ALLAN W",waitlisted,Upper
LAR  342R ROME: HYBRID LANDSCAPES,01785,T,2:00 p.m.-5:00 p.m.,SUT 3.126,Face-to-face,"BENES, MIROSLAVA",cancelled,Upper
LAR  346R ROME: HYBRID LANDSCAPES,01786,T,2:00 p.m.-5:00 p.m.,SUT 3.126,Face-to-face,"BENES, MIROSLAVA",closed,Upper
LAR  346R GIS FOR LANDSCAPE/URBANISM,01787,TTH,9:00 a.m.-11:00 a.m.,WMB 5.102,Face-to-face,"HASBROUCK, HOPE",open,Upper
LAR  346R URBAN DSGN HIST/THRY/CRIT,01788,TTH,12:30 p.m.-2:00 p.m.,WMB 5.114,Face-to-face,"ALMY, DEAN J",waitlisted,Upper
LAR  346R URBAN LATIN AMERICA,01789,W,9:00 a.m.-12:00 p.m.,SUT 3.112,Face-to-face,"SALCEDO ORTIZ, JUANA",waitlisted,Upper
LAR  347K LIVING SYSTEMS DESIGN I,01790,T TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-4:30 p.m.,SUT 2.110 WMB 4.118,Face-to-face,"GLENN, TRAVIS A",waitlisted,Upper
LAR  380Q DESIGN FIRM LEADERSHIP,01794,T,2:00 p.m.-5:00 p.m.,BTL 104,Face-to-face,"JENNINGS, RICHARD WAYNE",open; reserved,Graduate
LAR  380W SERIOUS GAMES,01795,TH,2:00 p.m.-5:00 p.m.,WMB 4.118,Face-to-face,"SHEARER, ALLAN W",open,Graduate
LAR  381R DRAWING IN SPACE,01800,W,6:00 p.m.-9:00 p.m.,GOL 2.110,Face-to-face,"SIDDIQUI, IGOR P",open; reserved,Graduate
LAR  381R GIS FOR LANDSCAPE AND URBANISM,01805,TTH,9:00 a.m.-11:00 a.m.,WMB 5.102,Face-to-face,"HASBROUCK, HOPE",waitlisted,Graduate
LAR  381S ADVANCED DRAWING,01810,M,6:00 p.m.-9:00 p.m.,GOL 2.110,Face-to-face,"BLOOD, JOHN P",waitlisted,Graduate
LAR  381S GRAPHIC DOCUMENTATION,01814,TH,5:15 p.m.-8:15 p.m.,SUT 2.114,Face-to-face,"SCOTT, DANIEL C",open,Graduate
LAR  682 DESIGN & VISUAL STDS IN LAR I,01815,MWF,1:30 p.m.-5:30 p.m.,,Face-to-face,"AVERITT, MICHAEL W",open; reserved,Graduate
LAR  385 URBAN ECOLOGY,01819,M,5:30 p.m.-8:30 p.m.,SUT 2.114,Face-to-face,"COUDERT, MARC F",open; reserved,Graduate
LAR  385K TECHNOLOGY WORKSHOP I,01820,TTH,5:30 p.m.-7:00 p.m.,WMB 6.126,Face-to-face,"AVERITT, MICHAEL W",open; reserved,Graduate
LAR  386 PROFESSIONAL PRACTICE,01825,TTH,5:30 p.m.-7:00 p.m.,GOL 3.120,Face-to-face,"JENNINGS, RICHARD WAYNE",open; reserved,Graduate
LAR  387K LIVING SYSTEMS DESIGN I,01830,T TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-4:30 p.m.,SUT 2.110 WMB 4.118,Face-to-face,"GLENN, TRAVIS A",open; reserved,Graduate
LAR  387L LIVING SYSTEMS DESIGN II,01835,M,9:00 a.m.-12:00 p.m.,SUT 3.112,Face-to-face,"LICKWAR, PHOEBE",open; reserved,Graduate
LAR  388 BUILDING MATTERS,01839,TH,2:00 p.m.-5:00 p.m.,BTL 104,Face-to-face,"ALTER, KEVIN S",open; reserved,Graduate
LAR  388 COMMUN-DRIVEN DSGN WORKSHOP,01840,W,9:00 a.m.-12:00 p.m.,SUT 3.126,Face-to-face,"HANSEN, MAGGIE",open; reserved,Graduate
LAR  388 NATL REGSTR OF HIST PLACES,01843,T,5:15 p.m.-8:15 p.m.,SUT 3.126,Face-to-face,"SMITH, GREGORY W",open; reserved,Graduate
LAR  388 HIST OF AMER CITY BUILDING,01844,T,2:00 p.m.-5:00 p.m.,SUT 3.112,Face-to-face,"HOLLERAN, MICHAEL",waitlisted,Graduate
