course,unique,days,hour,room,instruction_mode,instructor,status,level
P A  388K CONFL MGMT: PRVNT/END CVL WARS,65910,TH,2:00 p.m.-5:00 p.m.,SRH 3.316,Face-to-face,"KUPERMAN, ALAN J",cancelled,Graduate
P A  388K CORPORATE POLITICAL STRATEGY,65913,MW,3:30 p.m.-5:00 p.m.,RRH 3.414,Face-to-face,"PATTERSON, JEFFERY R",open; reserved,Graduate
P A  388K CYBERSEC TECH FOR LWYRS/POL,65914,T,5:45 p.m.-8:45 p.m.,TNH 2.124,Face-to-face,"HEFLIN, ERIC JON",open; reserved,Graduate
P A  388K DIPLOMACY: GLOBL POLCY IMPLMNT,65915,W,9:00 a.m.-12:00 p.m.,SRH 3.316,Face-to-face,"ANDRE, LARRY",open; reserved,Graduate
P A  388K ECONOMIC EFFICIENCY ANALYSIS,65920,MTW,9:00 a.m.-10:00 a.m.,JON 6.206,Face-to-face,"MARKOVITS, RICHARD S",cancelled,Graduate
P A  388K ENERGY TECHNOLOGY/POLICY,65923,TTH,8:00 a.m.-9:30 a.m.,WEL 1.316,Face-to-face,"WEBBER, MICHAEL",open; reserved,Graduate
P A  388K EMERGING MKTS GLOBAL SOUTH,65924,TTH,12:30 p.m.-2:00 p.m.,RRH 5.382,Face-to-face,"MAHAJAN, VIJAY",open; reserved,Graduate
P A  388K ENVIR ECON RESEARCH COLLOQUIUM,65925,T,2:00 p.m.-5:00 p.m.,SRH 3.247,Face-to-face,"WAXMAN, ANDREW",open; reserved,Graduate
P A  388K FUNDRAISING FOR GOV/NPOS,65930,T,6:00 p.m.-9:00 p.m.,SRH 3.316,Face-to-face,"EATON, DAVID J",open,Graduate
"P A  388K GENDER, HEALTH, AND SOCIETY",65935,M,2:00 p.m.-5:00 p.m.,SRH 3.212,Face-to-face,"ANGEL, JACQUELINE L",open; reserved,Graduate
P A  388K GIS FOR PUBLIC POLICY,65940,TH,6:00 p.m.-9:00 p.m.,SRH 3.316,Face-to-face,"PAVON, MIGUEL A",open; reserved,Graduate
P A  388K INTELLIGENCE/NATL SECURITY,65945,W,2:00 p.m.-5:00 p.m.,SRH 3.312,Face-to-face,"SLICK, STEPHEN",open; reserved,Graduate
P A  388K IRREGULAR WAFARE,65950,T,9:00 a.m.-12:00 p.m.,SRH 3.314,Face-to-face,"DENNIS, MICHAEL PATRICK",open; reserved,Graduate
P A  388K METRO TRANS STUDIES GIS,65954,TTH,12:30 p.m.-2:00 p.m.,BTL 104,Face-to-face,"ZHANG, MING",closed,Graduate
P A  388K MKNG SYS WORK PEOPLE DIS-WB,65955,,,,Internet,,open; reserved,Graduate
P A  388K NUCLEAR NONPROLIFERATION POLCY,65960,F,2:00 p.m.-5:00 p.m.,SRH 3.316,Face-to-face,"KUPERMAN, ALAN J",cancelled,Graduate
P A  388K NUCLEAR SECURITY,65964,M,2:00 p.m.-5:00 p.m.,SRH 3.316,Face-to-face,,open; reserved,Graduate
P A  388K POLITICS OF U.S. POLICING,65965,TH,2:00 p.m.-5:00 p.m.,SRH 3.214,Face-to-face,"GUNDERSON, ANNA",open; reserved,Graduate
P A  388K POLITS/ISSUES OF THE MOMENT,65970,M,2:00 p.m.-5:00 p.m.,SRH 3.122,Face-to-face,"SMITH, EVAN A",cancelled,Graduate
P A  388K TRANSIT-ORIENTED DVLPMT,65973,TTH,9:30 a.m.-11:00 a.m.,WMB 6.126,Face-to-face,"ZHANG, MING",open; reserved,Graduate
P A  388K SMNR: PROPAGANDA/TECH/LAW,65974,M,5:45 p.m.-7:45 p.m.,TNH 3.124,Face-to-face,"JONES, BRYAN",open; reserved,Graduate
P A  388K VIOLENCE/CRIME IN LTN AMRCA,65975,TH,9:00 a.m.-12:00 p.m.,SRH 3.216,Face-to-face,"LATERZO-TINGLEY, ISABEL",open; reserved,Graduate
P A  388K PSYCHOLOGY FOR POLICY ANALYSIS,65980,W,9:00 a.m.-12:00 p.m.,SRH 3.312,Face-to-face,"NORTH, REBECCA J",cancelled,Graduate
P A  388K RACE INEQUALITY/PUB POLICY,65985,M,9:00 a.m.-12:00 p.m.,SRH 3.214,Face-to-face,"GARCIA, SERGIO I",cancelled,Graduate
P A  388K REPRODUCTIVE HEALTH POLICY,65990,W,9:00 a.m.-12:00 p.m.,SRH 3.212,Face-to-face,"AIKEN, ABIGAIL ROSEMARY A",open; reserved,Graduate
P A  388K RESEARCH/WRITING COLLOQUIUM,65995,TH,2:00 p.m.-5:00 p.m.,SRH 3.248,Face-to-face,"SANKARAN, JAGANATH",open; reserved,Graduate
P A  388K RUSSIAN FOREIGN POLICY,66000,M,9:00 a.m.-12:00 p.m.,SRH 3.314,Face-to-face,"SUKALO, ALEXANDRA",cancelled,Graduate
P A  388K SPECOPS: RAIDS/RESC/RLTNSHPS,66005,W,9:00 a.m.-12:00 p.m.,SRH 3.314,Face-to-face,"MAGUIRE, JOSEPH",open; reserved,Graduate
P A  388K STRAT/IDEAS/STATCRFT: AMER EXP,66010,T,9:30 a.m.-12:30 p.m.,SRH 3.124,Face-to-face,"SURI, JEREMI",open; reserved,Graduate
P A  388K ARAB MONARCHIES,66015,M,3:00 p.m.-6:00 p.m.,BAT 1.104,Face-to-face,"BARANY, ZOLTAN D",open; reserved,Graduate
P A  388K WRKFRC DEV POL IN AGE OF AI,66019,TH,9:00 a.m.-12:00 p.m.,SRH 3.312,Face-to-face,"O'CONNOR, CAREY",open; reserved,Graduate
P A  388K YOUTH JUSTICE/POLICY DEV PROCS,66020,W,2:00 p.m.-5:00 p.m.,SRH 3.216,Face-to-face,"DEITCH, MICHELE Y",open; reserved,Graduate
P A  388K 7-INTERNATIONAL DEVELOPMENT,66025,T,9:00 a.m.-12:00 p.m.,SRH 3.248,Face-to-face,"WEAVER, CATHERINE ELIZABE",cancelled,Graduate
P A  388L CORPORATE GOVERNANCE,66030,TH,3:30 p.m.-6:30 p.m.,RRH 4.416,Face-to-face,"CUNNINGHAM, WILLIAM H",open,Graduate
P A  388L SKILLS/WIN CAMPAIGNS/ELECTN,66035,TTH,12:15 p.m.-1:45 p.m.,SRH 3.B10,Face-to-face,"BHANDARI, EMILY",open,Graduate
P A  188S PROFESSIONAL PREPARATION-WB,66040,TH,12:15 p.m.-1:45 p.m.,,Internet,"SHUTE, BILL",open; reserved,Graduate
P A  188S UT ENERGY SYMPOSIUM-WB,66045,T,12:30 p.m.-2:00 p.m.,,Internet,"KING, CAREY W",open; reserved,Graduate
P A  188W ANALYTICAL FOUND FOR PUB POLCY,66050,F,10:30 a.m.-11:45 a.m.,SRH 3.B10,Face-to-face,"NORTH, REBECCA J",open; reserved,Graduate
P A  389 CONF CRS IN POLICY ANALYSIS-DC,66060,,,,Face-to-face,,open; reserved,Graduate
P A  189C INDEP STUDY PUBLIC POLICY,66064,,,,Face-to-face,,open; reserved,Graduate
P A  389D COMMUNICATIONS,66065,T,9:00 a.m.-12:00 p.m.,SRH 3.214,Face-to-face,"LEFF, AMY LEE WHITMORE",open; reserved,Graduate
P A  389D COMMUNICATIONS,66070,M,2:00 p.m.-5:00 p.m.,SRH 3.216,Face-to-face,"LEFF, AMY LEE WHITMORE",open; reserved,Graduate
P A  389D COMMUNICATIONS,66075,TH,6:00 p.m.-9:00 p.m.,SRH 3.212,Face-to-face,"BESHEAR, DAVID",open; reserved,Graduate
P A  390D DISSERTATION PROPOSAL PREP,66080,,,,Face-to-face,,open; reserved,Graduate
P A  690D DISSERTATION PROPOSAL PREP,66085,,,,Face-to-face,,open; reserved,Graduate
P A  990D DISSERTATION PROPOSAL PREP,66090,,,,Face-to-face,,open; reserved,Graduate
P A  391 PUBLIC FINANCIAL MANAGEMENT,66095,TH,9:00 a.m.-12:00 p.m.,SRH 3.122,Face-to-face,"LUBY, MARTIN JOSEPH",open; reserved,Graduate
P A  391G FINANCING STATE/LOC GOV SECTOR,66100,W,6:00 p.m.-9:00 p.m.,SRH 3.B10,Face-to-face,"LUBY, MARTIN JOSEPH",open; reserved,Graduate
P A  393C FOUNDATIONS OF PUBLIC POLICY,66105,W,9:00 a.m.-12:00 p.m.,SRH 3.248,Face-to-face,"WEAVER, CATHERINE ELIZABE",open; reserved,Graduate
P A  393K APPLD MICROECO FOR POLICY ANLY,66110,T,9:00 a.m.-12:00 p.m.,SRH 3.B10,Face-to-face,"WONG, PATRICK P",open; reserved,Graduate
P A  393K APPLD MICROECO FOR POLICY ANLY,66115,T,9:00 a.m.-12:00 p.m.,SRH 3.122,Face-to-face,"RITTENHOUSE, KATHERINE",open; reserved,Graduate
P A  393K APPLD MICROECO FOR POLICY ANLY,66120,T,2:00 p.m.-5:00 p.m.,SRH 3.122,Face-to-face,"RITTENHOUSE, KATHERINE",open; reserved,Graduate
P A  393L ECONOMICS OF EDUCATION POLICY,66125,T,9:00 a.m.-12:00 p.m.,SRH 3.247,Face-to-face,"HARRISON, EMILEIGH",open; reserved,Graduate
P A  393L ENERGY ECON/GLOBAL POLICY,66130,TH,9:00 a.m.-12:00 p.m.,SRH 3.214,Face-to-face,"TA, CHI LAN",open; reserved,Graduate
P A  393L POVERTY AND POLICY,66135,W,2:00 p.m.-5:00 p.m.,SRH 3.314,Face-to-face,"RUGGLES, PATRICIA",open; reserved,Graduate
P A  394C RESEARCH DESIGN AND METHODS I,66140,T,9:00 a.m.-12:00 p.m.,SRH 3.248,Face-to-face,"GREITENS, SHEENA ELISE",open; reserved,Graduate
P A  095 PUBLIC AFFAIRS COLLOQUIUM,66145,W,12:00 p.m.-1:00 p.m.,SRH 3.248,Face-to-face,"EVANS, MARY",open; reserved,Graduate
P A  095 PUBLIC AFFAIRS COLLOQUIUM,66150,F,10:30 a.m.-11:45 a.m.,SRH 3.124,Face-to-face,"WAXMAN, ANDREW",open; reserved,Graduate
P A  397 INTRO EMPIRCL METH POLICY ANLY,66160,W,9:00 a.m.-12:00 p.m.,SRH 3.B10,Face-to-face,,open; reserved,Graduate
P A  397 INTRO EMPIRCL METH POLICY ANLY,66165,W,9:00 a.m.-12:00 p.m.,SRH 3.216,Face-to-face,"WONG, PATRICK P",open; reserved,Graduate
P A  397 INTRO EMPIRCL METH POLICY ANLY,66170,W,9:00 a.m.-12:00 p.m.,SRH 3.B7,Face-to-face,"LEFF, AMY LEE WHITMORE",open,Graduate
P A  397C INTRODUCT TO MACHINE LEARNING,66175,W,2:00 p.m.-5:00 p.m.,SRH 3.B7,Face-to-face,"RAI, VARUN",open,Graduate
P A  397C PROGRAM EVAL FOR SOCIAL IMPACT,66180,M,2:00 p.m.-5:00 p.m.,SRH 3.314,Face-to-face,"BIXLER, RICHARD PATRICK",open; reserved,Graduate
P A  397C PROGRAM EVALUATION,66185,W,9:00 a.m.-12:00 p.m.,SRH 3.245,Face-to-face,"DENNING, JEFF TODD",open; reserved,Graduate
P A  397C QUAL EVAL METHDS FOR GLOB DVLP,66190,W,2:00 p.m.-5:00 p.m.,SRH 3.214,Face-to-face,"LENTZ, ERIN",cancelled,Graduate
P A  397C SURVEY DESIGN AND ANALYSIS,66194,M,9:00 a.m.-12:00 p.m.,SRH 3.214,Face-to-face,"GARCIA, SERGIO I",open; reserved,Graduate
P A  397G ANLY METHS FOR GLOBAL POL STDS,66195,W,9:00 a.m.-12:00 p.m.,SRH 3.312,Face-to-face,,open; reserved,Graduate
P A  397G ANLY METHS FOR GLOBAL POL STDS,66200,W,2:00 p.m.-5:00 p.m.,SRH 3.124,Face-to-face,"SANKARAN, JAGANATH",open; reserved,Graduate
P A  399W DISSERTATION,66215,,,,Face-to-face,,open; reserved,Graduate
P A  699W DISSERTATION,66220,,,,Face-to-face,,open; reserved,Graduate
P A  999W DISSERTATION,66225,,,,Face-to-face,,open; reserved,Graduate
P B  382 ADVANCED STUDY AND RESEARCH,58015,,,,Face-to-face,,open,Graduate
P B  982 ADVANCED STUDY AND RESEARCH,58020,,,,Face-to-face,,open,Graduate
P B  386K 1-ADV SBJCTS PLANT SYSTEMTCS,58025,M W,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m., ,Face-to-face,"SIANTA, SHELLEY ANN",cancelled,Graduate
P B  388M PLANT MOLECULAR BIOLOGY,58030,TTH,3:30 p.m.-5:00 p.m.,BUR 130,Face-to-face,"MEHDY, MONA",open,Graduate
P B  389D SUBJ/SKLS GRAD STDNTS IN PB,58035,M,9:00 a.m.-12:00 p.m.,RLP 0.124,Face-to-face,"JHA, SHALENE",open,Graduate
P B  390E FUNDAMENTALS OF ECOLOGY,58039,WF,1:00 p.m.-2:30 p.m.,WEL 2.128,Face-to-face,"OSTLING, ANNETTE M",open,Graduate
P B  698A THESIS,58040,,,,Face-to-face,,open,Graduate
P B  698B THESIS,58045,,,,Face-to-face,,open,Graduate
P B  398R MASTER'S REPORT,58050,,,,Face-to-face,,open,Graduate
P B  399W DISSERTATION,58055,,,,Face-to-face,,open,Graduate
P B  699W DISSERTATION,58060,,,,Face-to-face,,open,Graduate
P B  999W DISSERTATION,58065,,,,Face-to-face,,open,Graduate
P L  383E 1-FINCL MGMT DECISION-MAKERS,66280,,,,Face-to-face,"LUBY, MARTIN JOSEPH",open,Graduate
P L  384E 1-POLITICS AND POLICYMAKING,66285,S,12:30 p.m.-5:00 p.m.,,Face-to-face,"SURI, JEREMI GREENBERG, SHERRI R TELEKI, KATHARINE M",open,Graduate
P L  384E 2-IT CYBRSECURITY/PUBL SECTOR,66290,,,,Face-to-face,"GARCIA, COLLEEN E",open,Graduate
P R  305 FUNDMNTLS OF PUBLIC RELATIONS,09105,TTH,5:00 p.m.-6:30 p.m.,DMC 1.202,Face-to-face,"KIM, YEONSOO",open; reserved,Lower
P R  305S INTEGRATED COMM FOR SPORTS,09110,MWF,1:00 p.m.-2:00 p.m.,DMC 2.106,Face-to-face,"DALTHORP, JAMES A",open,Lower
P R  309 INTRO TO ADV/PUBL RELS RSCH,09115,MWF,10:00 a.m.-11:00 a.m.,CMA 2.306,Face-to-face,"LEE, JIHYE",open; reserved,Lower
P R  309 INTRO TO ADV/PUBL RELS RSCH,09120,MWF,12:00 p.m.-1:00 p.m.,DMC 1.202,Face-to-face,"OH, JEEYUN",open; reserved,Lower
P R  309 INTRO TO ADV/PUBL RELS RSCH,09125,MW,11:00 a.m.-12:00 p.m.,DMC 4.206,Hybrid or Blended,"EASTIN, MATTHEW S",closed,Lower
P R  317 WRITING FOR PUBLIC RELATIONS,09130,TTH,8:00 a.m.-9:30 a.m.,CMA 3.124,Face-to-face,"BELL, TAMARA A",open; reserved,Lower
P R  317 WRITING FOR PUBLIC RELATIONS,09135,TTH TH,3:30 p.m.-5:00 p.m. 9:30 a.m.-11:00 a.m.,CMB 2.102 CMA 6.174,Face-to-face,"TINDALL, NATALIE T J BELL, TAMARA A",cancelled,Lower
P R  317 WRITING FOR PUBLIC RELATIONS,09140,MWF,10:00 a.m.-11:00 a.m.,CMA 3.124,Face-to-face,"TINDALL, NATALIE T J",closed,Lower
P R  317 WRITING FOR PUBLIC RELATIONS,09145,TTH TH,3:30 p.m.-5:00 p.m. 5:00 p.m.-6:30 p.m.,CMB 2.102 DMC 3.204,Face-to-face,"TINDALL, NATALIE T J BELL, TAMARA A",cancelled,Lower
P R  320 INTEG COMM FOR NONPROF ORGS,09150,TTH,8:00 a.m.-9:30 a.m.,DMC 4.212,Hybrid or Blended,"DRUMWRIGHT, MINETTE E",open; reserved,Upper
P R  323 PUBLIC COMM OF SCIENCE/TECH-WB,09155,,,,Internet,"DUDO, ANTHONY DAVID",waitlisted,Upper
P R  332 TECHNOLOGY MARKETING/ADV-WB,09160,,,,Internet,"BUNTING, JAMES MARTIN",open,Upper
P R  332C NEW MEDIA ENTREPRNRLSM-WB,09165,,,,Internet,"BUNTING, JAMES MARTIN",open,Upper
P R  332D ENTREPRENEURIALISM IN COMM,09170,W,5:00 p.m.-8:00 p.m.,DMC 4.212,Face-to-face,"NEFF, DAVID J",cancelled,Upper
P R  332D ENTREPRENEURIALISM IN COMM,09175,,,,Hybrid or Blended,"BUNTING, JAMES MARTIN",open; reserved,Upper
P R  339K DIGITAL GRAPHIC COMM,09180,TTH,12:30 p.m.-2:00 p.m.,CMB 2.102,Face-to-face,"RAO, ROHITASH",open,Upper
P R  339K DIGITAL GRAPHIC COMM-WB,09185,,,,Internet,"SCOTT, TIMOTHY ANDREW",open,Upper
P R  339L BRAND STORYTELLING,09190,MWF,11:00 a.m.-12:00 p.m.,CMA 2.306,Face-to-face,"ROSSMANN, STEVEN",open,Upper
P R  348 PUBLIC RELATIONS TECHNIQUES,09195,TTH,11:00 a.m.-12:30 p.m.,PMA 5.126,Face-to-face,"CISZEK, ERICA",closed,Upper
P R  348 PUBLIC RELATIONS TECHNIQUES,09200,MWF,3:00 p.m.-4:00 p.m.,DMC 4.212,Face-to-face,"KEMP, DEENA",open; reserved,Upper
P R  348 PUBLIC RELATIONS TECHNIQUES,09205,TTH,9:30 a.m.-11:00 a.m.,CMA 3.124,Hybrid or Blended,"JUNKER, DAVID S",waitlisted,Upper
P R  348S THE BUSINESS OF SPORTS MEDIA,09210,T,5:00 p.m.-8:00 p.m.,CPE 2.210,Face-to-face,"PANNES, MARK STEPHEN",open; reserved,Upper
P R  350 PR INTERNSHIP-UTNY-WB,09214,,,,Internet,"CUNNINGHAM, ISABELLA C",open,Upper
P R  350 PUBLIC RELATIONS INTERNSHIP,09215,T,5:00 p.m.-6:30 p.m.,DMC 2.106,Face-to-face,"CUNNINGHAM, ISABELLA C",open; reserved,Upper
P R  650 PR INTERNSHIP-UTNY-WB,09219,,,,Internet,"CUNNINGHAM, ISABELLA C",open,Upper
P R  352 STRATEGIES IN PUBLIC RELATIONS,09220,W,4:00 p.m.-7:00 p.m.,CMB 2.102,Face-to-face,"HUNT, JEFF R",waitlisted,Upper
P R  353 ADV/PUBLIC RELS LAW/ETHICS,09225,TTH,12:30 p.m.-2:00 p.m.,ECJ 1.202,Face-to-face,"CISZEK, ERICA",waitlisted,Upper
P R  353 ADV/PUBLIC RELS LAW/ETHICS,09230,MWF,11:00 a.m.-12:00 p.m.,DMC 1.202,Face-to-face,"KEMP, DEENA",open; reserved,Upper
P R  360 BUSNS FOUNDTNS FOR PUBL REL,09235,TTH,12:30 p.m.-2:00 p.m.,CMA 3.120,Face-to-face,"NEFF, DAVID J",waitlisted,Upper
P R  361 CREATIVITY IN AI-WB,09240,TTH,2:00 p.m.-3:30 p.m.,,Internet,"REILLY, ERIN",open,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09245,TTH,11:00 a.m.-12:30 p.m.,CMA 3.124,Face-to-face,"SALINAS-DAVIS, VALERIE M",waitlisted,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09250,TTH,12:30 p.m.-2:00 p.m.,CMA 7.160,Face-to-face,"SALINAS-DAVIS, VALERIE M",waitlisted,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09255,TTH,2:00 p.m.-3:30 p.m.,PMA 5.120,Face-to-face,"WEBBER, ERIC TAYLOR",waitlisted,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09260,TTH,3:30 p.m.-5:00 p.m.,CMA 3.120,Face-to-face,"KIM, YEONSOO",open; reserved,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09265,TTH,3:30 p.m.-5:00 p.m.,CMA 6.154,Face-to-face,"WEBBER, ERIC TAYLOR",waitlisted,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09270,TTH,12:30 p.m.-2:00 p.m.,CMA 6.170,Face-to-face,"ANDREWS, THERESA A",waitlisted,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09275,TTH,2:00 p.m.-3:30 p.m.,DMC 4.212,Face-to-face,"CUNNINGHAM, ISABELLA C",waitlisted,Upper
P R  367 INTEGRATED COMMUNICATNS MGMT,09280,MW,1:00 p.m.-2:00 p.m.,DMC 4.206,Hybrid or Blended,"SCOTT, TIMOTHY ANDREW",waitlisted,Upper
P R  377K INTEGRATED COMM CAMPAIGNS,09285,TTH,11:00 a.m.-12:30 p.m.,DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Upper
P R  377K INTEGRATED COMM CAMPAIGNS,09290,TTH,5:00 p.m.-6:30 p.m.,DMC 4.206,Face-to-face,"BOSILJEVAC, JAMES L",open; reserved,Upper
P R  377K INTEGRATED COMM CAMPAIGNS,09295,TTH,11:00 a.m.-12:30 p.m.,DMC 4.206,Face-to-face,"DOBIAS, LISA Z",cancelled,Upper
P R  377K INTEGRATED COMM CAMPAIGNS,09300,TTH,12:30 p.m.-2:00 p.m.,DMC 4.206,Face-to-face,"BELL, TAMARA A",open; reserved,Upper
P R  378 ENTERTAINMENT BRAND COMM,09305,MWF,10:00 a.m.-11:00 a.m.,DMC 4.204,Face-to-face,"ROSSMANN, STEVEN",waitlisted,Upper
P R  378 ADVANCED STRATEGIES IN PR,09310,TTH,11:00 a.m.-12:30 p.m.,CMA 6.154,Face-to-face,"WEBBER, ERIC TAYLOR",open,Upper
P R  378 PUBLIC RELATIONS PORTFOLIO,09315,MW,10:00 a.m.-11:00 a.m.,DMC 4.206,Hybrid or Blended,"SCOTT, TIMOTHY ANDREW",open,Upper
P R  378 SOCIAL ISSUES-UTNY,09319,M,6:00 p.m.-9:00 p.m.,,Face-to-face,"HOLMES, JENINE",open; reserved,Upper
P R  378 39-POP STAR ACTIVISM-WB,09320,,,,Internet,"JUNKER, DAVID S",waitlisted,Upper
P R  378 43-DIGTL SOCIAL MEDIA ANLYTCS,09324,M,5:00 p.m.-8:00 p.m.,CMA 6.154,Face-to-face,"PAXMAN, BRITTANY L",cancelled,Upper
P R  378S WIDE WORLD OF SPORTS BUSN,09325,TTH,9:30 a.m.-11:00 a.m.,CMA 3.120,Face-to-face,"LULLA, JOEL",open,Upper
P R  378S 8-COLLEGE SPORTS MEDIA,09330,TTH,3:30 p.m.-5:00 p.m.,DMC 3.204,Face-to-face,"LULLA, JOEL",open,Upper
P R  378S 9-SPORT CON NEGOTIATION TECHS,09335,TTH,12:30 p.m.-2:00 p.m.,CMA 6.174,Face-to-face,"LULLA, JOEL",open,Upper
P R  378S 11-SPORTS AND SOCIAL MEDIA,09340,MWF,2:00 p.m.-3:00 p.m.,DMC 2.106,Face-to-face,"DALTHORP, JAMES A",open,Upper
P R  379 PUBLIC RELATIONS PROBLEMS,09345,,,,Face-to-face,,open; reserved,Upper
P S  303 INTRO PHYS SCI I: MECH & HEAT,60925,MW,9:30 a.m.-11:00 a.m.,PMA 8.314,Face-to-face,"GUO, YICHEN",open,Lower
P S  303 INTRO PHYS SCI I: MECH & HEAT,60930,TTH,9:30 a.m.-11:00 a.m.,PMA 8.314,Face-to-face,"ELSHIMY, BAHAA",open,Lower
P S  303 INTRO PHYS SCI I: MECH & HEAT,60935,MW,11:00 a.m.-12:30 p.m.,PMA 8.314,Face-to-face,"GUO, YICHEN",open,Lower
P S  303 INTRO PHYS SCI I: MECH & HEAT,60940,TTH,11:00 a.m.-12:30 p.m.,PMA 8.314,Face-to-face,"JONES, CLAIBORNE JOE- SAR",closed,Lower
P S  303 INTRO PHYS SCI I: MECH & HEAT,60945,MW,12:30 p.m.-2:00 p.m.,PMA 8.314,Face-to-face,"ESTRELLA, FRANCISCO J",open,Lower
P S  303 INTRO PHYS SCI I: MECH & HEAT,60950,TTH,12:30 p.m.-2:00 p.m.,PMA 8.314,Face-to-face,"JONES, CLAIBORNE JOE- SAR",closed,Lower
P S  303 INTRO PHYS SCI I: MECH & HEAT,60955,MW,2:00 p.m.-3:30 p.m.,PMA 8.314,Face-to-face,"ELSHIMY, BAHAA",open,Lower
P S  303 INTRO PHYS SCI I: MECH & HEAT,60960,TTH,2:00 p.m.-3:30 p.m.,PMA 8.314,Face-to-face,,closed,Lower
P S  304 INTRO PHYS SCI II: EL/LIGHT/OP,60965,MW,12:30 p.m.-2:00 p.m.,PMA 8.322,Face-to-face,,closed,Lower
PBH  317 INTRODUCTION TO PUBLIC HEALTH,55970,MWF,9:00 a.m.-10:00 a.m.,GEA 105,Face-to-face,"WOLFE, JOSEFINE ORTIZ",open; reserved,Lower
PBH  334 GLOBAL HEALTH,55975,MW,2:00 p.m.-3:30 p.m.,WAG 214,Face-to-face,"GONZALEZ, SONIA K",waitlisted,Upper
PBH  334 GLOBAL HEALTH,55980,TTH,2:00 p.m.-3:30 p.m.,BUR 216,Face-to-face,"SIANEZ, MONICA",waitlisted,Upper
PBH  334 GLOBAL HEALTH,55984,MW,8:00 a.m.-9:30 a.m.,WEL 2.140,Face-to-face,"GONZALEZ, SONIA K",cancelled,Upper
PBH  137 INDEPENDENT STUDY,55985,,,,Hybrid or Blended,,closed,Upper
PBH  137 1-SENIOR SMNR PUBLIC HEALTH,55990,M,12:00 p.m.-1:00 p.m.,PAI 5.42,Face-to-face,"BYRD-WILLIAMS, COURTNEY E",waitlisted,Upper
PBH  137 1-SENIOR SMNR PUBLIC HEALTH,55995,M,1:00 p.m.-2:00 p.m.,PAI 5.42,Face-to-face,"BYRD-WILLIAMS, COURTNEY E",waitlisted,Upper
PBH  137 1-SENIOR SMNR PUBLIC HEALTH,56000,W,1:00 p.m.-2:00 p.m.,PAR 201,Face-to-face,"GONZALEZ, SONIA K",closed,Upper
PBH  337 COMP SEX EDU IN GLBL SETTINGS,56005,MW,11:00 a.m.-12:30 p.m.,CMA 3.114,Face-to-face,"GONZALEZ, SONIA K",waitlisted,Upper
PBH  337 HEALTH COMMS AND MEDIA,56010,TTH,11:00 a.m.-12:30 p.m.,,Face-to-face,"SIANEZ, MONICA",cancelled,Upper
PBH  337 INTERNATNL NTR: DEVEL WORLD,56014,MWF,3:00 p.m.-4:00 p.m.,PHR 2.116,Face-to-face,"CONN, ELZA",waitlisted,Upper
PBH  337 ORAL HEALTH IN PUBLIC HEALTH,56015,MW,5:00 p.m.-6:30 p.m.,BUR 220,Face-to-face,"WOLFE, JOSEFINE ORTIZ",open; reserved,Upper
PBH  337 PROG EVAL IN HLTH/HUMAN SRVCS,56020,TTH,12:00 p.m.-1:30 p.m.,,Face-to-face,"CHEN, PO-HENG",closed,Upper
PBH  337 PUBLIC HEALTH DEMOGRAPHY,56025,MW,11:00 a.m.-12:30 p.m.,,Face-to-face,"BROWN, JAY R",cancelled,Upper
PBH  338 ENVIRONMENTAL HEALTH,56030,TTH,9:30 a.m.-11:00 a.m.,WAG 201,Face-to-face,"JORGENSEN, STACY",waitlisted,Upper
PBH  338 ENVIRONMENTAL HEALTH,56035,TTH,11:00 a.m.-12:30 p.m.,BUR 224,Face-to-face,"JORGENSEN, STACY",waitlisted,Upper
PBH  341R PUBLIC HEALTH RESEARCH,56040,,,,Face-to-face,"FELKNER, MARILYN M",open; reserved,Upper
PBH  354 EPIDEMIOLOGY I,56045,TTH,8:00 a.m.-9:30 a.m.,BUR 130,Face-to-face,"TAYLOR, RICHARD A",open; reserved,Upper
PBH  354 EPIDEMIOLOGY I,56050,TTH,9:30 a.m.-11:00 a.m.,CPE 2.206,Face-to-face,"TAYLOR, RICHARD A",waitlisted,Upper
PBH  354 EPIDEMIOLOGY I,56055,TTH,11:00 a.m.-12:30 p.m.,BUR 130,Face-to-face,"TAYLOR, RICHARD A",waitlisted,Upper
PBH  356 HLTH BEHAVIOR THRY/PRACTICE,56060,MW,9:30 a.m.-11:00 a.m.,UTC 1.104,Face-to-face,"BYRD-WILLIAMS, COURTNEY E",waitlisted,Upper
PBH  356 HLTH BEHAVIOR THRY/PRACTICE,56065,MW,1:00 p.m.-2:30 p.m.,UTC 1.144,Face-to-face,"BROWN, JAY R",open; reserved,Upper
PBH  358D HEALTH POLICY/HEALTH SYSTEMS,56070,MWF,3:00 p.m.-4:00 p.m.,BUR 224,Face-to-face,"WOLFE, JOSEFINE ORTIZ",waitlisted,Upper
